博罗,2019/6/12,?大雨,无持续风向 1-2级,28℃,大雨,无持续风向 1-2级,?24℃
博罗,2019/6/11,?中雨,无持续风向 1-2级,27℃,阵雨,无持续风向 1-2级,?24℃
博罗,2019/6/10,?阵雨,无持续风向 1-2级,32℃,大雨,无持续风向 1-2级,?23℃
博罗,2019/6/9,?阵雨,无持续风向 1-2级,34℃,阵雨,无持续风向 1-2级,?25℃
博罗,2019/6/8,?阵雨,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?26℃
博罗,2019/6/7,?阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?25℃
博罗,2019/6/6,?阵雨,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?26℃
珠海,2019/7/5,?阵雨,西南风 3-4级,31℃,多云,西南风 3-4级,?26℃
珠海,2019/7/4,?阵雨,南风 3-4级,30℃,多云,南风 3-4级,?26℃
珠海,2019/7/3,?中雨,东南风 3-4级,29℃,中雨,东南风 3-4级,?25℃
珠海,2019/7/2,?中雨,东风 3-4级,31℃,中雨,东风 3-4级,?25℃
珠海,2019/7/1,?阵雨,无持续风向 1-2级,32℃,阵雨,无持续风向 1-2级,?28℃
珠海,2019/6/30,?阵雨,无持续风向 1-2级,33℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/29,?阵雨,无持续风向 1-2级,34℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/28,?多云,无持续风向 1-2级,33℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/27,?阵雨,无持续风向 1-2级,31℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/26,?阵雨,无持续风向 1-2级,31℃,阵雨,无持续风向 1-2级,?26℃
珠海,2019/6/25,?中雨,无持续风向 1-2级,30℃,阵雨,无持续风向 1-2级,?25℃
珠海,2019/6/24,?中雨,西南风 3-4级,31℃,大雨,西南风 3-4级,?26℃
珠海,2019/6/23,?阵雨,西南风 4-5级,33℃,阵雨,西南风 4-5级,?27℃
珠海,2019/6/22,?阵雨,西南风 3-4级,33℃,阵雨,西南风 3-4级,?28℃
珠海,2019/6/21,?多云,西南风 3-4级,33℃,多云,西南风 3-4级,?27℃
珠海,2019/6/20,?多云,南风 3-4级,33℃,多云,南风 3-4级,?28℃
珠海,2019/6/19,?多云,无持续风向 1-2级,32℃,多云,无持续风向 1-2级,?27℃
珠海,2019/6/18,?中雨,无持续风向 1-2级,30℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/17,?阵雨,无持续风向 1-2级,30℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/16,?阵雨,东南风 3-4级,30℃,中雨,东南风 3-4级,?26℃
珠海,2019/6/15,?多云,无持续风向 1-2级,31℃,阵雨,无持续风向 1-2级,?26℃
珠海,2019/6/14,?多云,无持续风向 1-2级,31℃,多云,无持续风向 1-2级,?26℃
珠海,2019/6/13,?大雨,西南风 3-4级,30℃,中雨,西南风 3-4级,?27℃
珠海,2019/6/12,?阴,无持续风向 1-2级,30℃,中雨,无持续风向 1-2级,?26℃
珠海,2019/6/11,?中雨,无持续风向 1-2级,30℃,阵雨,无持续风向 1-2级,?27℃
珠海,2019/6/10,?阵雨,西南风 3-4级,32℃,中雨,西南风 3-4级,?26℃
珠海,2019/6/9,?阵雨,西南风 3-4级,33℃,阵雨,西南风 3-4级,?28℃
珠海,2019/6/8,?晴,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
珠海,2019/6/7,?多云,无持续风向 1-2级,32℃,多云,无持续风向 1-2级,?28℃
珠海,2019/6/6,?多云,无持续风向 1-2级,31℃,多云,无持续风向 1-2级,?26℃
中山,2019/7/5,?多云,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
中山,2019/7/4,?多云,无持续风向 1-2级,33℃,多云,无持续风向 1-2级,?26℃
中山,2019/7/3,?中雨,无持续风向 1-2级,29℃,大雨,无持续风向 1-2级,?25℃
中山,2019/7/2,?阵雨,无持续风向 1-2级,34℃,大雨,无持续风向 1-2级,?26℃
中山,2019/7/1,?阵雨,无持续风向 1-2级,33℃,阵雨,无持续风向 1-2级,?27℃
中山,2019/6/30,?阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
中山,2019/6/29,?阵雨,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?28℃
中山,2019/6/28,?多云,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?28℃
中山,2019/6/27,?阵雨,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
中山,2019/6/26,?阵雨,无持续风向 1-2级,31℃,多云,无持续风向 1-2级,?26℃
中山,2019/6/25,?雷阵雨,无持续风向 1-2级,31℃,阵雨,无持续风向 1-2级,?25℃
中山,2019/6/24,?大雨,无持续风向 1-2级,32℃,大雨,无持续风向 1-2级,?27℃
中山,2019/6/23,?阵雨,西南风 3-4级,33℃,中雨,西南风 3-4级,?27℃
中山,2019/6/22,?多云,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?29℃
中山,2019/6/21,?多云,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?28℃
中山,2019/6/20,?多云,西南风 1-2级,35℃,多云,西南风 1-2级,?28℃
中山,2019/6/19,?多云,无持续风向 1-2级,33℃,多云,无持续风向 1-2级,?27℃
中山,2019/6/18,?大雨,无持续风向 1-2级,31℃,阵雨,无持续风向 1-2级,?26℃
中山,2019/6/17,?阵雨,无持续风向 1-2级,32℃,阵雨,无持续风向 1-2级,?26℃
中山,2019/6/16,?阵雨,无持续风向 1-2级,32℃,阵雨,无持续风向 1-2级,?26℃
中山,2019/6/15,?多云,无持续风向 1-2级,33℃,多云,无持续风向 1-2级,?26℃
中山,2019/6/14,?多云,无持续风向 1-2级,32℃,多云,无持续风向 1-2级,?26℃
中山,2019/6/13,?大雨,无持续风向 1-2级,29℃,阵雨,无持续风向 1-2级,?25℃
中山,2019/6/12,?中雨,无持续风向 1-2级,31℃,大雨,无持续风向 1-2级,?24℃
中山,2019/6/11,?大雨,无持续风向 1-2级,28℃,大雨,无持续风向 1-2级,?24℃
中山,2019/6/10,?阵雨,无持续风向 1-2级,34℃,大雨,无持续风向 1-2级,?27℃
中山,2019/6/9,?多云,西南风 3-4级,34℃,多云,西南风 3-4级,?28℃
中山,2019/6/8,?晴,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
中山,2019/6/7,?多云,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
中山,2019/6/6,?多云,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
番禺,2019/7/5,?雷阵雨,无持续风向 1-2级,33℃,雷阵雨,无持续风向 1-2级,?27℃
番禺,2019/7/4,?中雨,无持续风向 1-2级,33℃,雷阵雨,无持续风向 1-2级,?26℃
番禺,2019/7/3,?大雨,东南风 3-4级,30℃,大雨,东南风 3-4级,?26℃
番禺,2019/7/2,?中雨,无持续风向 1-2级,34℃,大雨,无持续风向 1-2级,?26℃
番禺,2019/7/1,?雷阵雨,无持续风向 1-2级,34℃,中雨,无持续风向 1-2级,?28℃
番禺,2019/6/30,?雷阵雨,无持续风向 1-2级,35℃,阴,无持续风向 1-2级,?29℃
番禺,2019/6/29,?雷阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
番禺,2019/6/28,?雷阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
番禺,2019/6/27,?雷阵雨,无持续风向 1-2级,33℃,多云,无持续风向 1-2级,?27℃
番禺,2019/6/26,?中雨,无持续风向 1-2级,30℃,雷阵雨,无持续风向 1-2级,?26℃
番禺,2019/6/25,?大雨,无持续风向 1-2级,28℃,雷阵雨,无持续风向 1-2级,?25℃
番禺,2019/6/24,?中到大雨,无持续风向 1-2级,33℃,中到大雨,无持续风向 1-2级,?26℃
番禺,2019/6/23,?中到大雨,无持续风向 1-2级,34℃,中到大雨,无持续风向 1-2级,?27℃
番禺,2019/6/22,?多云,无持续风向 1-2级,35℃,雷阵雨,无持续风向 1-2级,?28℃
番禺,2019/6/21,?雷阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
番禺,2019/6/20,?雷阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
番禺,2019/6/19,?多云,南风 3-4级,34℃,多云,南风 3-4级,?27℃
番禺,2019/6/18,?中雨,东南风 3-4级,32℃,多云,东南风 3-4级,?26℃
番禺,2019/6/17,?雷阵雨,东南风 3-4级,33℃,多云,东南风 3-4级,?26℃
番禺,2019/6/16,?雷阵雨,东南风 3-4级,34℃,雷阵雨,东南风 3-4级,?26℃
番禺,2019/6/15,?晴,无持续风向 1-2级,34℃,雷阵雨,无持续风向 1-2级,?26℃
番禺,2019/6/14,?晴,无持续风向 1-2级,34℃,晴,无持续风向 1-2级,?25℃
番禺,2019/6/13,?暴雨,西南风 3-4级,30℃,阵雨,西南风 3-4级,?25℃
番禺,2019/6/12,?大雨,无持续风向 1-2级,29℃,暴雨,无持续风向 1-2级,?24℃
番禺,2019/6/11,?中到大雨,西南风 3-4级,30℃,大雨,西南风 3-4级,?25℃
番禺,2019/6/10,?中到大雨,无持续风向 1-2级,34℃,暴雨,无持续风向 1-2级,?25℃
番禺,2019/6/9,?雷阵雨,西南风 4-5级,35℃,雷阵雨,西南风 4-5级,?27℃
番禺,2019/6/8,?雷阵雨,无持续风向 1-2级,35℃,多云,无持续风向 1-2级,?28℃
番禺,2019/6/7,?雷阵雨,南风 3-4级,35℃,多云,南风 3-4级,?27℃
番禺,2019/6/6,?雷阵雨,无持续风向 1-2级,34℃,多云,无持续风向 1-2级,?27℃
